Data_Month_Date,Country,HB_Treatment_Description,Treatment_Location_Code,Treatment_Location_Name,ED_MIU,Number_Of_Attendances_agg,Number_of_Attendances_Epi,Number_Meeting_Target_agg,Number_Meeting_Target_epi,Discharge_destination_admission_to_same,Discharge_destination_other_spec,Discharge_destination_residence,Discharge_destination_transfer,Discharge_destination_unknown,Attendance_greater_8hrs,Attendances_greater_12hrs
Nov-18,NHS Scotland,NHS Dumfries & Galloway,Y101H,Castle Douglas Hospital,MIU/Other,26,,26,,,,,,,,
Nov-18,NHS Scotland,NHS Dumfries & Galloway,Y106H,Kirkcudbright Hospital,MIU/Other,38,,38,,,,,,,,
Nov-18,NHS Scotland,NHS Dumfries & Galloway,Y109H,Moffat Hospital,MIU/Other,1,,1,,,,,,,,
Nov-18,NHS Scotland,NHS Dumfries & Galloway,Y110H,Newton Stewart Hospital,MIU/Other,13,13,13,13,0,0,11,2,0,0,0
Nov-18,NHS Scotland,NHS Dumfries & Galloway,Y144H,Galloway Community Hospital - ED,ED,957,957,892,892,71,0,783,70,33,11,3
Nov-18,NHS Scotland,NHS Dumfries & Galloway,Y146H,Dumfries & Galloway Royal Infirmary - ED,ED,2677,2677,2562,2562,871,2,1699,78,27,6,0
Nov-18,NHS Scotland,NHS Fife,F704H,Victoria Hospital (NHS Fife) - ED,ED,5412,5412,5085,5085,1610,10,3629,109,54,6,0
Nov-18,NHS Scotland,NHS Fife,F708H,Adamson Hospital,MIU/Other,132,132,132,132,1,0,126,3,2,0,0
Nov-18,NHS Scotland,NHS Fife,F709H,St Andrews Community Hospital,MIU/Other,293,293,293,293,0,0,278,15,0,0,0
Nov-18,NHS Scotland,NHS Fife,F805H,Queen Margaret Hospital,MIU/Other,1621,1621,1620,1620,20,0,1468,120,13,0,0
Nov-18,NHS Scotland,NHS Forth Valley,V201H,Stirling Health And Care Village,MIU/Other,1587,1587,1587,1587,2,0,1212,145,228,0,0
Nov-18,NHS Scotland,NHS Forth Valley,V217H,Forth Valley Royal Hospital - ED,ED,5207,5207,3736,3736,1373,9,2923,77,825,323,84
Nov-18,NHS Scotland,NHS Grampian,N101H,Aberdeen Royal Infirmary - ED,ED,4723,4723,4337,4337,1219,13,3081,27,383,8,0
Nov-18,NHS Scotland,NHS Grampian,N121H,Royal Aberdeen Children's Hospital - ED,ED,1269,1269,1261,1261,128,0,1076,0,65,0,0
Nov-18,NHS Scotland,NHS Grampian,N151H,Aboyne Hospital,MIU/Other,83,,83,,,,,,,,
Nov-18,NHS Scotland,NHS Grampian,N331H,Inverurie Hospital,MIU/Other,3,,3,,,,,,,,
Nov-18,NHS Scotland,NHS Grampian,N332H,Insch War Memorial Hospital,MIU/Other,32,,32,,,,,,,,
Nov-18,NHS Scotland,NHS Grampian,N333H,Peterhead Community Hospital,MIU/Other,1197,,1197,,,,,,,,
Nov-18,NHS Scotland,NHS Grampian,N334H,Fraserburgh Hospital,MIU/Other,560,,560,,,,,,,,
Nov-18,NHS Scotland,NHS Grampian,N335H,Jubilee Hospital,MIU/Other,229,,228,,,,,,,,
Nov-18,NHS Scotland,NHS Grampian,N336H,Turriff Hospital,MIU/Other,126,,126,,,,,,,,
Nov-18,NHS Scotland,NHS Grampian,N337H,Chalmers Hospital,MIU/Other,256,,244,,,,,,,,
Nov-18,NHS Scotland,NHS Grampian,N411H,Dr Gray's Hospital - ED,ED,2061,2061,1865,1865,410,2,1620,21,8,12,0
Nov-18,NHS Scotland,NHS Grampian,N431H,Seafield Hospital,MIU/Other,43,,43,,,,,,,,
Nov-18,NHS Scotland,NHS Grampian,N432H,Stephen Hospital,MIU/Other,12,,12,,,,,,,,
Nov-18,NHS Scotland,NHS Grampian,N433H,Turner Memorial Hospital,MIU/Other,60,,60,,,,,,,,
Nov-18,NHS Scotland,NHS Grampian,N451H,Fleming Hospital,MIU/Other,14,,14,,,,,,,,
Nov-18,NHS Scotland,NHS Grampian,N494H,Kincardine Community Hospital,MIU/Other,83,,83,,,,,,,,
Nov-18,NHS Scotland,NHS Grampian,N683C,Forres Health & Care Centre,MIU/Other,37,,37,,,,,,,,
Nov-18,NHS Scotland,NHS Greater Glasgow & Clyde,C206H,Vale Of Leven District General Hospital,MIU/Other,1354,1354,1308,1308,223,0,1040,79,12,1,0
Nov-18,NHS Scotland,NHS Greater Glasgow & Clyde,C313H,Inverclyde Royal Hospital - ED,ED,2462,2462,2278,2278,614,6,1683,47,112,7,0
Nov-18,NHS Scotland,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital - ED,ED,5437,5437,4825,4825,1777,12,3449,120,79,73,0
Nov-18,NHS Scotland,NHS Greater Glasgow & Clyde,G107H,Glasgow Royal Infirmary - ED,ED,7875,7875,7019,7019,2431,18,4964,95,367,18,0
Nov-18,NHS Scotland,NHS Greater Glasgow & Clyde,G207H,New Stobhill Hospital,MIU/Other,1705,1705,1705,1705,0,0,1547,105,53,0,0
Nov-18,NHS Scotland,NHS Greater Glasgow & Clyde,G306H,New Victoria Hospital,MIU/Other,2685,2685,2683,2683,1,0,2460,182,42,0,0
Nov-18,NHS Scotland,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital - ED,ED,8286,8286,6967,6967,2657,29,5288,66,246,111,1
Nov-18,NHS Scotland,NHS Greater Glasgow & Clyde,G513H,Royal Hospital For Children Glasgow - ED,ED,6272,6272,5736,5736,1465,2,4747,3,55,23,5
Nov-18,NHS Scotland,NHS Highland,C106H,Cowal Community Hospital,MIU/Other,628,,627,,,,,,,,
Nov-18,NHS Scotland,NHS Highland,C108H,Islay Hospital,MIU/Other,91,,91,,,,,,,,
Nov-18,NHS Scotland,NHS Highland,C113H,Victoria Hospital (NHS Highland),MIU/Other,326,,318,,,,,,,,
Nov-18,NHS Scotland,NHS Highland,C121H,Lorn & Islands Hospital - ED,ED,577,577,559,559,151,0,409,17,0,1,0
Nov-18,NHS Scotland,NHS Highland,C122H,Campbeltown Hospital,MIU/Other,384,,383,,,,,,,,
Nov-18,NHS Scotland,NHS Highland,H101H,Dunbar Hospital,MIU/Other,169,,169,,,,,,,,
Nov-18,NHS Scotland,NHS Highland,H103H,Caithness General Hospital - ED,ED,675,675,661,661,181,1,492,1,0,1,0
Nov-18,NHS Scotland,NHS Highland,H106H,Lawson Memorial Hospital,MIU/Other,38,,38,,,,,,,,
Nov-18,NHS Scotland,NHS Highland,H202H,Raigmore Hospital - ED,ED,2709,2709,2572,2572,668,4,2028,9,0,2,0
Nov-18,NHS Scotland,NHS Highland,H208H,Nairn Town And County Hospital,MIU/Other,362,,362,,,,,,,,
Nov-18,NHS Scotland,NHS Highland,H210H,Ian Charles Community Hospital,MIU/Other,58,,58,,,,,,,,
Nov-18,NHS Scotland,NHS Highland,H212H,Belford Hospital - ED,ED,658,658,627,627,131,0,518,9,0,0,0
Nov-18,NHS Scotland,NHS Highland,H214H,Dr Mackinnon Memorial Hospital,MIU/Other,317,,317,,,,,,,,
Nov-18,NHS Scotland,NHS Highland,H215H,Portree Community Hospital,MIU/Other,179,,179,,,,,,,,
Nov-18,NHS Scotland,NHS Highland,H219H,County Community Hospital,MIU/Other,143,,143,,,,,,,,
Nov-18,NHS Scotland,NHS Highland,H224H,Mid Argyll Community Hospital And Integrated Care Centre,MIU/Other,363,,361,,,,,,,,
Nov-18,NHS Scotland,NHS Highland,H227B,Aviemore Health Centre,MIU/Other,105,,105,,,,,,,,
Nov-18,NHS Scotland,NHS Highland,H227H,Mull And Iona Community Hospital,MIU/Other,58,,57,,,,,,,,
Nov-18,NHS Scotland,NHS Lanarkshire,L106H,University Hospital Monklands - ED,ED,5709,5709,5366,5366,1845,5,3706,127,26,8,1
Nov-18,NHS Scotland,NHS Lanarkshire,L206H,Kello Hospital,MIU/Other,49,,49,,,,,,,,
Nov-18,NHS Scotland,NHS Lanarkshire,L207H,Lady Home Hospital,MIU/Other,41,,41,,,,,,,,
Nov-18,NHS Scotland,NHS Lanarkshire,L302H,University Hospital Hairmyres - ED,ED,5291,5291,4796,4796,1666,5,3517,90,13,52,13
Nov-18,NHS Scotland,NHS Lanarkshire,L308H,University Hospital Wishaw - ED,ED,5917,5917,4911,4911,1785,7,3996,86,43,171,32
Nov-18,NHS Scotland,NHS Lothian,S108H,Edington Cottage Hospital,MIU/Other,141,,141,,,,,,,,
Nov-18,NHS Scotland,NHS Lothian,S116H,Western General Hospital,MIU/Other,3826,3826,3533,3533,1123,0,2702,1,0,15,3
Nov-18,NHS Scotland,NHS Lothian,S308H,St John's Hospital - ED,ED,4832,4832,4185,4185,999,4,3750,79,0,62,9
Nov-18,NHS Scotland,NHS Lothian,S314H,Royal Infirmary Of Edinburgh - ED,ED,9888,9888,8629,8629,2779,11,6978,120,0,111,12
Nov-18,NHS Scotland,NHS Lothian,S319H,Royal Hospital for Children and Young People Edinburgh - ED,ED,4808,4808,4477,4477,724,2,4082,0,0,10,2
Nov-18,NHS Scotland,NHS Orkney,R103H,Balfour Hospital - ED,ED,520,520,493,493,151,2,360,2,5,0,0
Nov-18,NHS Scotland,NHS Shetland,Z102H,Gilbert Bain Hospital - ED,ED,682,682,663,663,177,0,495,1,9,1,0
Nov-18,NHS Scotland,NHS Tayside,T101H,Ninewells Hospital - ED,ED,4163,4163,3992,3992,1397,7,2521,199,39,2,0
Nov-18,NHS Scotland,NHS Tayside,T202H,Perth Royal Infirmary - ED,ED,1857,1857,1809,1809,354,1,1200,291,11,0,0
Nov-18,NHS Scotland,NHS Tayside,T205H,St Margaret's Hospital,MIU/Other,40,40,40,40,0,0,36,4,0,0,0
Nov-18,NHS Scotland,NHS Tayside,T209H,Blairgowrie Community Hospital,MIU/Other,270,270,270,270,0,0,255,9,6,0,0
Nov-18,NHS Scotland,NHS Tayside,T304H,Arbroath Infirmary,MIU/Other,1217,1217,1216,1216,0,2,1098,114,3,0,0
Nov-18,NHS Scotland,NHS Tayside,T305H,Brechin Infirmary,MIU/Other,93,93,93,93,0,0,87,4,2,0,0
Nov-18,NHS Scotland,NHS Tayside,T316H,Crieff Community Hospital,MIU/Other,49,49,49,49,0,0,48,1,0,0,0
Nov-18,NHS Scotland,NHS Tayside,T319H,Whitehills Health And Community Care Centre,MIU/Other,404,404,404,404,0,0,392,11,1,0,0
Nov-18,NHS Scotland,NHS Tayside,T320H,Pitlochry Community Hospital,MIU/Other,94,94,94,94,0,0,90,4,0,0,0
Nov-18,NHS Scotland,NHS Tayside,T357C,Links Health Centre,MIU/Other,245,245,245,245,0,0,226,19,0,0,0
Nov-18,NHS Scotland,NHS Western Isles,W106H,St Brendan's Hospital,MIU/Other,42,,42,,,,,,,,
Nov-18,NHS Scotland,NHS Western Isles,W107H,Western Isles Hospital - ED,ED,487,487,480,480,142,1,324,8,12,0,0
Nov-18,NHS Scotland,NHS Western Isles,W108H,Uist & Barra Hospital,MIU/Other,141,141,140,140,15,0,125,0,1,0,0
Dec-18,NHS Scotland,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,MIU/Other,191,,185,,,,,,,,
Dec-18,NHS Scotland,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,MIU/Other,47,,47,,,,,,,,
Dec-18,NHS Scotland,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse - ED,ED,6170,6170,5553,5553,2215,8,3605,81,261,176,35
Dec-18,NHS Scotland,NHS Ayrshire & Arran,A210H,University Hospital Ayr - ED,ED,3129,3129,2873,2873,974,7,1998,80,70,51,18
Dec-18,NHS Scotland,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,MIU/Other,61,,60,,,,,,,,
Dec-18,NHS Scotland,NHS Borders,B103H,Knoll Community Hospital,MIU/Other,8,,8,,,,,,,,
Dec-18,NHS Scotland,NHS Borders,B105H,Hawick Community  Hospital,MIU/Other,64,,64,,,,,,,,
Dec-18,NHS Scotland,NHS Borders,B114H,Kelso Community Hospital,MIU/Other,7,,7,,,,,,,,
Dec-18,NHS Scotland,NHS Borders,B118H,Hay Lodge Hospital,MIU/Other,25,,25,,,,,,,,
Dec-18,NHS Scotland,NHS Borders,B120H,Borders General Hospital - ED,ED,2464,2464,2312,2312,859,3,1444,151,7,10,3
Dec-18,NHS Scotland,NHS Dumfries & Galloway,Y101H,Castle Douglas Hospital,MIU/Other,17,,17,,,,,,,,
Dec-18,NHS Scotland,NHS Dumfries & Galloway,Y106H,Kirkcudbright Hospital,MIU/Other,22,,22,,,,,,,,
Dec-18,NHS Scotland,NHS Dumfries & Galloway,Y109H,Moffat Hospital,MIU/Other,4,,4,,,,,,,,
Dec-18,NHS Scotland,NHS Dumfries & Galloway,Y110H,Newton Stewart Hospital,MIU/Other,10,10,10,10,0,0,10,0,0,0,0
Dec-18,NHS Scotland,NHS Dumfries & Galloway,Y144H,Galloway Community Hospital - ED,ED,1036,1036,941,941,79,3,830,95,29,17,1
Dec-18,NHS Scotland,NHS Dumfries & Galloway,Y146H,Dumfries & Galloway Royal Infirmary - ED,ED,2821,2821,2517,2517,923,6,1735,121,36,16,1
Dec-18,NHS Scotland,NHS Fife,F704H,Victoria Hospital (NHS Fife) - ED,ED,5651,5651,5126,5126,1867,9,3572,139,64,25,1
Dec-18,NHS Scotland,NHS Fife,F708H,Adamson Hospital,MIU/Other,117,117,116,116,2,0,111,4,0,0,0
Dec-18,NHS Scotland,NHS Fife,F709H,St Andrews Community Hospital,MIU/Other,181,181,180,180,0,0,176,4,1,0,0
Dec-18,NHS Scotland,NHS Fife,F805H,Queen Margaret Hospital,MIU/Other,1476,1476,1471,1471,24,0,1300,136,16,1,0
Dec-18,NHS Scotland,NHS Forth Valley,V201H,Stirling Health And Care Village,MIU/Other,1475,1475,1475,1475,0,0,1108,162,205,0,0
Dec-18,NHS Scotland,NHS Forth Valley,V217H,Forth Valley Royal Hospital - ED,ED,5468,5468,3971,3971,1584,9,3024,77,774,236,59
Dec-18,NHS Scotland,NHS Grampian,N101H,Aberdeen Royal Infirmary - ED,ED,5091,5091,4547,4547,1384,21,3238,19,429,19,2
Dec-18,NHS Scotland,NHS Grampian,N121H,Royal Aberdeen Children's Hospital - ED,ED,1231,1231,1222,1222,149,1,1008,1,72,1,0
Dec-18,NHS Scotland,NHS Grampian,N151H,Aboyne Hospital,MIU/Other,77,,77,,,,,,,,
Dec-18,NHS Scotland,NHS Grampian,N331H,Inverurie Hospital,MIU/Other,9,,9,,,,,,,,
Dec-18,NHS Scotland,NHS Grampian,N332H,Insch War Memorial Hospital,MIU/Other,20,,20,,,,,,,,
Dec-18,NHS Scotland,NHS Grampian,N333H,Peterhead Community Hospital,MIU/Other,1329,,1329,,,,,,,,
Dec-18,NHS Scotland,NHS Grampian,N334H,Fraserburgh Hospital,MIU/Other,696,,696,,,,,,,,
Dec-18,NHS Scotland,NHS Grampian,N335H,Jubilee Hospital,MIU/Other,245,,243,,,,,,,,
Dec-18,NHS Scotland,NHS Grampian,N336H,Turriff Hospital,MIU/Other,111,,111,,,,,,,,
Dec-18,NHS Scotland,NHS Grampian,N337H,Chalmers Hospital,MIU/Other,242,,241,,,,,,,,
Dec-18,NHS Scotland,NHS Grampian,N411H,Dr Gray's Hospital - ED,ED,2087,2087,1904,1904,408,3,1652,23,1,12,2
Dec-18,NHS Scotland,NHS Grampian,N431H,Seafield Hospital,MIU/Other,48,,48,,,,,,,,
Dec-18,NHS Scotland,NHS Grampian,N432H,Stephen Hospital,MIU/Other,13,,13,,,,,,,,
Dec-18,NHS Scotland,NHS Grampian,N433H,Turner Memorial Hospital,MIU/Other,71,,71,,,,,,,,
Dec-18,NHS Scotland,NHS Grampian,N451H,Fleming Hospital,MIU/Other,12,,12,,,,,,,,
Dec-18,NHS Scotland,NHS Grampian,N494H,Kincardine Community Hospital,MIU/Other,82,,82,,,,,,,,
Dec-18,NHS Scotland,NHS Grampian,N683C,Forres Health & Care Centre,MIU/Other,21,,21,,,,,,,,
Dec-18,NHS Scotland,NHS Greater Glasgow & Clyde,C206H,Vale Of Leven District General Hospital,MIU/Other,1423,1423,1354,1354,210,0,1115,81,17,3,0
Dec-18,NHS Scotland,NHS Greater Glasgow & Clyde,C313H,Inverclyde Royal Hospital - ED,ED,2715,2715,2394,2394,691,4,1870,55,95,9,0
Dec-18,NHS Scotland,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital - ED,ED,5716,5716,4848,4848,1892,6,3573,141,104,86,0
Dec-18,NHS Scotland,NHS Greater Glasgow & Clyde,G107H,Glasgow Royal Infirmary - ED,ED,8115,8115,6896,6896,2612,19,4928,112,444,39,1
Dec-18,NHS Scotland,NHS Greater Glasgow & Clyde,G207H,New Stobhill Hospital,MIU/Other,1612,1612,1565,1565,0,0,1429,129,54,0,0
Dec-18,NHS Scotland,NHS Greater Glasgow & Clyde,G306H,New Victoria Hospital,MIU/Other,2517,2517,2516,2516,1,0,2268,188,60,0,0
Dec-18,NHS Scotland,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital - ED,ED,8805,8805,7000,7000,2822,27,5593,59,304,140,4
Dec-18,NHS Scotland,NHS Greater Glasgow & Clyde,G513H,Royal Hospital For Children Glasgow - ED,ED,5885,5885,5595,5595,1364,6,4477,2,36,0,0
Dec-18,NHS Scotland,NHS Highland,C106H,Cowal Community Hospital,MIU/Other,662,,660,,,,,,,,
Dec-18,NHS Scotland,NHS Highland,C108H,Islay Hospital,MIU/Other,104,,103,,,,,,,,
Dec-18,NHS Scotland,NHS Highland,C113H,Victoria Hospital (NHS Highland),MIU/Other,331,,321,,,,,,,,
Dec-18,NHS Scotland,NHS Highland,C121H,Lorn & Islands Hospital - ED,ED,636,636,613,613,149,3,465,19,0,0,0
Dec-18,NHS Scotland,NHS Highland,C122H,Campbeltown Hospital,MIU/Other,465,,464,,,,,,,,
Dec-18,NHS Scotland,NHS Highland,H101H,Dunbar Hospital,MIU/Other,147,,147,,,,,,,,
Dec-18,NHS Scotland,NHS Highland,H103H,Caithness General Hospital - ED,ED,701,701,674,674,199,0,496,6,0,1,0
Dec-18,NHS Scotland,NHS Highland,H106H,Lawson Memorial Hospital,MIU/Other,29,,29,,,,,,,,
Dec-18,NHS Scotland,NHS Highland,H202H,Raigmore Hospital - ED,ED,2959,2959,2723,2723,749,1,2201,8,0,20,0
Dec-18,NHS Scotland,NHS Highland,H208H,Nairn Town And County Hospital,MIU/Other,344,,344,,,,,,,,
Dec-18,NHS Scotland,NHS Highland,H210H,Ian Charles Community Hospital,MIU/Other,43,,43,,,,,,,,
Dec-18,NHS Scotland,NHS Highland,H212H,Belford Hospital - ED,ED,639,639,613,613,134,1,501,3,0,1,0
Dec-18,NHS Scotland,NHS Highland,H214H,Dr Mackinnon Memorial Hospital,MIU/Other,385,,385,,,,,,,,
Dec-18,NHS Scotland,NHS Highland,H215H,Portree Community Hospital,MIU/Other,179,,179,,,,,,,,
Dec-18,NHS Scotland,NHS Highland,H219H,County Community Hospital,MIU/Other,97,,97,,,,,,,,
Dec-18,NHS Scotland,NHS Highland,H224H,Mid Argyll Community Hospital And Integrated Care Centre,MIU/Other,381,,374,,,,,,,,
Dec-18,NHS Scotland,NHS Highland,H227B,Aviemore Health Centre,MIU/Other,107,,107,,,,,,,,
Dec-18,NHS Scotland,NHS Highland,H227H,Mull And Iona Community Hospital,MIU/Other,74,,74,,,,,,,,
Dec-18,NHS Scotland,NHS Lanarkshire,L106H,University Hospital Monklands - ED,ED,5792,5792,5363,5363,1940,6,3698,96,52,18,0
Dec-18,NHS Scotland,NHS Lanarkshire,L206H,Kello Hospital,MIU/Other,71,,71,,,,,,,,
Dec-18,NHS Scotland,NHS Lanarkshire,L207H,Lady Home Hospital,MIU/Other,46,,46,,,,,,,,
Dec-18,NHS Scotland,NHS Lanarkshire,L302H,University Hospital Hairmyres - ED,ED,5307,5307,4863,4863,1684,5,3526,76,16,47,1
Dec-18,NHS Scotland,NHS Lanarkshire,L308H,University Hospital Wishaw - ED,ED,5941,5941,5191,5191,1764,8,4024,67,78,65,4
Dec-18,NHS Scotland,NHS Lothian,S108H,Edington Cottage Hospital,MIU/Other,114,,114,,,,,,,,
Dec-18,NHS Scotland,NHS Lothian,S116H,Western General Hospital,MIU/Other,3770,3770,3186,3186,1190,0,2579,1,0,66,33
Dec-18,NHS Scotland,NHS Lothian,S308H,St John's Hospital - ED,ED,4906,4906,4169,4169,1199,8,3603,96,0,65,6
Dec-18,NHS Scotland,NHS Lothian,S314H,Royal Infirmary Of Edinburgh - ED,ED,10273,10273,8582,8582,3018,9,7101,145,0,224,28
Dec-18,NHS Scotland,NHS Lothian,S319H,Royal Hospital for Children and Young People Edinburgh - ED,ED,4649,4649,4298,4298,724,0,3925,0,0,12,0
Dec-18,NHS Scotland,NHS Orkney,R103H,Balfour Hospital - ED,ED,535,535,506,506,135,0,396,2,2,0,0
Dec-18,NHS Scotland,NHS Shetland,Z102H,Gilbert Bain Hospital - ED,ED,649,649,633,633,141,0,500,3,5,0,0
Dec-18,NHS Scotland,NHS Tayside,T101H,Ninewells Hospital - ED,ED,4114,4114,3942,3942,1471,9,2369,213,52,2,0
Dec-18,NHS Scotland,NHS Tayside,T202H,Perth Royal Infirmary - ED,ED,1965,1965,1919,1919,366,3,1227,354,15,0,0
Dec-18,NHS Scotland,NHS Tayside,T205H,St Margaret's Hospital,MIU/Other,20,20,20,20,0,0,19,1,0,0,0
Dec-18,NHS Scotland,NHS Tayside,T209H,Blairgowrie Community Hospital,MIU/Other,258,258,258,258,0,0,247,11,0,0,0
Dec-18,NHS Scotland,NHS Tayside,T304H,Arbroath Infirmary,MIU/Other,1268,1268,1267,1267,0,0,1159,105,4,0,0
Dec-18,NHS Scotland,NHS Tayside,T305H,Brechin Infirmary,MIU/Other,60,60,60,60,0,0,57,3,0,0,0
Dec-18,NHS Scotland,NHS Tayside,T316H,Crieff Community Hospital,MIU/Other,38,38,38,38,0,0,35,2,1,0,0
Dec-18,NHS Scotland,NHS Tayside,T319H,Whitehills Health And Community Care Centre,MIU/Other,455,455,455,455,0,0,436,19,0,0,0
Dec-18,NHS Scotland,NHS Tayside,T320H,Pitlochry Community Hospital,MIU/Other,54,54,54,54,0,0,51,3,0,0,0
Dec-18,NHS Scotland,NHS Tayside,T357C,Links Health Centre,MIU/Other,204,204,204,204,0,1,191,12,0,0,0
Dec-18,NHS Scotland,NHS Western Isles,W106H,St Brendan's Hospital,MIU/Other,45,,45,,,,,,,,
Dec-18,NHS Scotland,NHS Western Isles,W107H,Western Isles Hospital - ED,ED,546,546,540,540,157,0,364,10,15,0,0
Dec-18,NHS Scotland,NHS Western Isles,W108H,Uist & Barra Hospital,MIU/Other,147,147,146,146,15,0,130,1,1,0,0
Jan-19,NHS Scotland,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,MIU/Other,172,,168,,,,,,,,
Jan-19,NHS Scotland,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,MIU/Other,83,,83,,,,,,,,
Jan-19,NHS Scotland,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse - ED,ED,6098,6098,5418,5418,2163,7,3600,78,250,203,82
Jan-19,NHS Scotland,NHS Ayrshire & Arran,A210H,University Hospital Ayr - ED,ED,3173,3173,2692,2692,964,7,2065,75,62,168,67
Jan-19,NHS Scotland,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,MIU/Other,69,,68,,,,,,,,
Jan-19,NHS Scotland,NHS Borders,B103H,Knoll Community Hospital,MIU/Other,2,,2,,,,,,,,
Jan-19,NHS Scotland,NHS Borders,B105H,Hawick Community  Hospital,MIU/Other,55,,55,,,,,,,,
Jan-19,NHS Scotland,NHS Borders,B114H,Kelso Community Hospital,MIU/Other,7,,7,,,,,,,,
Jan-19,NHS Scotland,NHS Borders,B118H,Hay Lodge Hospital,MIU/Other,33,,33,,,,,,,,
Jan-19,NHS Scotland,NHS Borders,B120H,Borders General Hospital - ED,ED,2575,2575,2397,2397,940,7,1411,210,7,19,2
Jan-19,NHS Scotland,NHS Dumfries & Galloway,Y101H,Castle Douglas Hospital,MIU/Other,16,,16,,,,,,,,
Jan-19,NHS Scotland,NHS Dumfries & Galloway,Y106H,Kirkcudbright Hospital,MIU/Other,30,,30,,,,,,,,
Jan-19,NHS Scotland,NHS Dumfries & Galloway,Y109H,Moffat Hospital,MIU/Other,1,,1,,,,,,,,
Jan-19,NHS Scotland,NHS Dumfries & Galloway,Y110H,Newton Stewart Hospital,MIU/Other,11,11,11,11,0,0,11,0,0,0,0
Jan-19,NHS Scotland,NHS Dumfries & Galloway,Y144H,Galloway Community Hospital - ED,ED,1041,1041,969,969,72,0,886,67,16,7,0
Jan-19,NHS Scotland,NHS Dumfries & Galloway,Y146H,Dumfries & Galloway Royal Infirmary - ED,ED,2653,2653,2357,2357,901,5,1608,94,45,29,2
Jan-19,NHS Scotland,NHS Fife,F704H,Victoria Hospital (NHS Fife) - ED,ED,5515,5515,4903,4903,1757,8,3582,115,53,41,0
Jan-19,NHS Scotland,NHS Fife,F708H,Adamson Hospital,MIU/Other,132,132,132,132,2,0,121,6,3,0,0
Jan-19,NHS Scotland,NHS Fife,F709H,St Andrews Community Hospital,MIU/Other,203,203,203,203,0,0,192,11,0,0,0
Jan-19,NHS Scotland,NHS Fife,F805H,Queen Margaret Hospital,MIU/Other,1547,1547,1547,1547,18,0,1385,135,9,0,0
Jan-19,NHS Scotland,NHS Forth Valley,V201H,Stirling Health And Care Village,MIU/Other,1501,1501,1499,1499,2,0,1143,124,232,0,0
Jan-19,NHS Scotland,NHS Forth Valley,V217H,Forth Valley Royal Hospital - ED,ED,5416,5416,4179,4179,1562,6,3030,61,757,273,49
Jan-19,NHS Scotland,NHS Grampian,N101H,Aberdeen Royal Infirmary - ED,ED,4970,4970,4282,4282,1401,21,3211,18,319,37,5
Jan-19,NHS Scotland,NHS Grampian,N121H,Royal Aberdeen Children's Hospital - ED,ED,1316,1316,1294,1294,114,1,1113,0,88,1,0
Jan-19,NHS Scotland,NHS Grampian,N151H,Aboyne Hospital,MIU/Other,81,,81,,,,,,,,
Jan-19,NHS Scotland,NHS Grampian,N331H,Inverurie Hospital,MIU/Other,4,,4,,,,,,,,
Jan-19,NHS Scotland,NHS Grampian,N332H,Insch War Memorial Hospital,MIU/Other,23,,23,,,,,,,,
Jan-19,NHS Scotland,NHS Grampian,N333H,Peterhead Community Hospital,MIU/Other,1291,,1291,,,,,,,,
Jan-19,NHS Scotland,NHS Grampian,N334H,Fraserburgh Hospital,MIU/Other,621,,619,,,,,,,,
Jan-19,NHS Scotland,NHS Grampian,N335H,Jubilee Hospital,MIU/Other,218,,216,,,,,,,,
Jan-19,NHS Scotland,NHS Grampian,N336H,Turriff Hospital,MIU/Other,126,,126,,,,,,,,
Jan-19,NHS Scotland,NHS Grampian,N337H,Chalmers Hospital,MIU/Other,247,,246,,,,,,,,
Jan-19,NHS Scotland,NHS Grampian,N411H,Dr Gray's Hospital - ED,ED,1950,1950,1866,1866,343,6,1576,21,4,1,0
Jan-19,NHS Scotland,NHS Grampian,N431H,Seafield Hospital,MIU/Other,40,,40,,,,,,,,
Jan-19,NHS Scotland,NHS Grampian,N432H,Stephen Hospital,MIU/Other,13,,13,,,,,,,,
Jan-19,NHS Scotland,NHS Grampian,N433H,Turner Memorial Hospital,MIU/Other,86,,86,,,,,,,,
Jan-19,NHS Scotland,NHS Grampian,N451H,Fleming Hospital,MIU/Other,8,,8,,,,,,,,
Jan-19,NHS Scotland,NHS Grampian,N494H,Kincardine Community Hospital,MIU/Other,79,,79,,,,,,,,
Jan-19,NHS Scotland,NHS Grampian,N683C,Forres Health & Care Centre,MIU/Other,39,,39,,,,,,,,
Jan-19,NHS Scotland,NHS Greater Glasgow & Clyde,C206H,Vale Of Leven District General Hospital,MIU/Other,1445,1445,1386,1386,275,0,1092,69,9,3,0
